team,opponent,##,Player,GS,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS,date,time,site,team_score,opponent_score
Loyola,Lafayette,32,"32 Niles, Hannah",*,20,0-2,0-1,0-2,1-0,1,4,1,0,1,1,0,01/20/19,2:00 PM,"Baltimore, Md. - Reitz Arena",62,50
Loyola,Lafayette,20,"20 Gray, Alexis",,28,4-8,3-5,0-0,2-4,6,3,4,2,0,0,11,01/20/19,2:00 PM,"Baltimore, Md. - Reitz Arena",62,50
Loyola,Lafayette,12,"12 Taylor, Molly",,11,1-3,1-2,0-0,1-1,2,0,2,0,0,0,3,01/20/19,2:00 PM,"Baltimore, Md. - Reitz Arena",62,50
Loyola,Lafayette,55,"55 Vannoy, Courtney",,8,1-1,0-0,0-0,0-0,0,1,0,4,0,0,2,01/20/19,2:00 PM,"Baltimore, Md. - Reitz Arena",62,50
Loyola,Lafayette,22,"22 Barazotti, Alex",,2,0-1,0-1,0-0,0-0,0,0,0,0,0,0,0,01/20/19,2:00 PM,"Baltimore, Md. - Reitz Arena",62,50
Loyola,Lafayette,TM,TM TEAM,,0,0-0,0-0,0-0,2-0,2,0,0,0,0,0,0,01/20/19,2:00 PM,"Baltimore, Md. - Reitz Arena",62,50
Bucknell,Loyola,50,"50 Slagus, Kaitlyn",*,26,8-10,0-0,1-1,3-4,7,3,1,2,2,1,17,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,40,"40 Mack, Ellie",*,33,5-11,2-4,2-2,3-6,9,2,1,2,1,1,14,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,02,"02 English, Kyi",*,31,5-8,2-4,1-2,1-2,3,2,3,1,0,1,13,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,20,"20 Walker, Kate",*,33,4-11,1-4,0-0,2-7,9,1,7,1,0,1,9,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,25,"25 Kapp, Abby",*,20,2-7,2-5,0-0,1-1,2,0,2,2,1,0,6,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,24,"24 Ceppi, Autumn",,16,3-3,1-1,0-0,1-1,2,3,0,2,0,3,7,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,12,"12 Walls, Marly",,9,2-4,0-1,0-0,1-1,2,4,0,3,0,0,4,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,23,"23 Johnson, Ally",,14,1-5,1-4,0-0,1-1,2,0,2,0,0,0,3,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,11,"11 O'Brien, Taylor",,9,1-2,0-1,0-0,0-0,0,0,0,0,0,0,2,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,13,"13 Dumiak, Rachel",,5,0-1,0-1,0-0,0-0,0,0,0,0,0,0,0,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,03,"03 Brugler, Tessa",,4,0-0,0-0,0-0,0-0,0,0,1,0,0,1,0,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Bucknell,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,0-3,3,0,0,0,0,0,0,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",75,57
Loyola,Bucknell,11,"11 Betz-White, Bri",*,40,4-9,3-4,5-5,1-3,4,2,4,3,0,1,16,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,13,"13 Therien, Isabella",*,27,5-19,1-4,1-4,2-0,2,4,1,2,0,1,12,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,23,"23 Connolly, Delaney",*,29,2-7,2-5,0-0,2-7,9,1,1,3,0,1,6,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,04,"04 Dixon, Taleah",*,19,1-5,0-1,0-0,0-1,1,0,3,2,0,1,2,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,32,"32 Niles, Hannah",*,16,0-0,0-0,0-0,0-0,0,0,0,2,2,0,0,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,20,"20 Gray, Alexis",,29,7-11,3-4,2-3,0-2,2,1,0,2,0,1,19,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,55,"55 Vannoy, Courtney",,18,0-0,0-0,2-2,3-3,6,1,2,0,1,0,2,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,12,"12 Taylor, Molly",,22,0-2,0-2,0-0,0-0,0,2,0,0,0,0,0,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola,Bucknell,TM,TM TEAM,,0,0-0,0-0,0-0,1-2,3,0,0,0,0,0,0,01/23/19,6:00 PM,"Baltimore, Md. - Reitz Arena",57,75
Loyola Maryland,Colgate,13,"13 Therien, Isabella",*,38,11-27,3-6,2-2,2-10,12,5,0,3,0,0,27,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,04,"04 Dixon, Taleah",*,38,5-12,2-4,1-2,0-3,3,3,4,5,0,2,13,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,32,"32 Niles, Hannah",*,13,2-6,0-3,2-2,1-0,1,0,0,2,0,0,6,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,23,"23 Connolly, Delaney",*,9,0-1,0-1,4-4,0-3,3,0,0,0,1,0,4,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,11,"11 Betz-White, Bri",*,29,1-5,0-1,0-0,1-1,2,2,4,0,0,1,2,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,12,"12 Taylor, Molly",,38,3-5,3-5,0-0,1-2,3,0,2,2,0,0,9,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,10,"10 Karcz, Stephanie",,32,1-9,0-0,1-2,2-11,13,5,6,0,1,7,3,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,55,"55 Vannoy, Courtney",,27,0-3,0-0,0-0,2-1,3,1,1,0,1,0,0,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,22,"22 Barazotti, Alex",,1,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Loyola Maryland,Colgate,TM,TM TEAM,,0,0-0,0-0,0-0,3-0,3,0,0,0,0,0,0,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",64,73
Colgate,Loyola Maryland,14,"14 Thompson,Rachel",*,40,12-18,1-1,5-11,2-13,15,2,6,4,0,4,30,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,00,"00 Chandler,Mylah",*,34,5-9,0-0,0-0,1-4,5,4,1,0,2,2,10,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,03,"03 Ahart,Nia",*,32,2-5,1-3,0-2,1-3,4,1,2,1,0,1,5,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,02,"02 Graham,Tegan",*,22,1-3,0-2,0-0,1-0,1,0,1,0,0,0,2,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,15,"15 Greer,Haley",*,31,0-7,0-5,0-0,1-4,5,1,5,2,1,1,0,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,13,"13 Dixon,Keelah",,22,4-10,2-3,1-1,0-3,3,0,1,2,2,1,11,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,40,"40 King,Summer",,16,4-11,0-0,2-2,3-3,6,5,1,0,2,0,10,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,22,"22 Shubiger,Abby",,14,2-3,0-0,0-0,1-0,1,3,1,3,0,0,4,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,05,"05 Koren,Chelsey",,9,0-0,0-0,1-2,1-1,2,1,0,1,0,0,1,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,31,"31 Naessens,Alexa",,5,0-0,0-0,0-0,0-1,1,0,0,2,0,0,0,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Colgate,Loyola Maryland,TM,TM TEAM,,0,0-0,0-0,0-0,0-2,2,0,0,0,0,0,0,01/26/19,2:00 PM,"Corey Pothier, Tammy Holman, Shawn Goode",73,64
Loyola,Lehigh,13,"13 Therien, Isabella",*,25,10-18,1-2,0-0,1-0,1,2,0,3,0,0,21,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,10,"10 Karcz, Stephanie",*,17,3-5,0-0,1-1,0-8,8,3,1,1,1,2,7,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,11,"11 Betz-White, Bri",*,28,1-6,1-2,0-0,1-2,3,4,4,2,0,3,3,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,04,"04 Dixon, Taleah",*,29,1-7,0-2,0-0,0-3,3,1,0,5,0,1,2,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,32,"32 Niles, Hannah",*,17,0-4,0-2,0-0,1-1,2,0,1,0,0,1,0,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,20,"20 Gray, Alexis",,31,2-4,1-3,0-0,1-0,1,1,1,3,0,1,5,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,12,"12 Taylor, Molly",,25,1-3,0-2,0-0,0-2,2,0,2,2,0,1,2,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,23,"23 Connolly, Delaney",,23,1-6,0-0,0-0,0-5,5,5,2,1,0,1,2,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,55,"55 Vannoy, Courtney",,5,0-0,0-0,0-0,0-0,0,0,0,1,0,0,0,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Loyola,Lehigh,TM,TM TEAM,,0,0-0,0-0,0-0,3-4,7,0,0,1,0,0,0,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",42,51
Lehigh,Loyola,33,"33 Pascoe, Hailey",*,37,9-15,6-11,2-2,1-4,5,0,2,1,0,0,26,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,30,"30 Benz, Cameryn",*,29,5-7,0-1,0-2,1-4,5,0,3,1,1,0,10,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,12,"12 Grundhoffer, Gena",*,31,3-6,0-1,0-0,0-5,5,1,2,4,0,1,6,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,15,"15 Buhr, Camryn",*,34,2-9,0-1,0-0,1-4,5,4,3,4,0,2,4,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,22,"22 Hedstrom, Hannah",*,28,0-2,0-1,0-2,2-5,7,1,6,2,0,1,0,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,44,"44 Clougherty, Mary",,6,1-3,1-3,0-0,0-1,1,1,0,0,0,3,3,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,03,"03 Steele, Clair",,11,1-3,0-2,0-0,0-1,1,0,1,0,0,0,2,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,25,"25 Grothaus, Emma",,13,0-3,0-1,0-0,0-1,1,0,0,3,0,1,0,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,10,"10 Walker, Megan",,11,0-3,0-2,0-0,1-0,1,1,0,2,0,0,0,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
Lehigh,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,1-1,2,0,0,0,0,0,0,01/30/19,6:00 p.m.,"Bethlehem, Pa. (STABLER ARENA)",51,42
ARMY,Loyola,41,"41 Hovren, Madison",*,29,7-12,0-0,3-3,3-4,7,3,1,3,0,1,17,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,02,"02 Yancey, Morgan",*,30,2-8,2-8,0-0,1-1,2,2,0,2,0,0,6,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,03,"03 Lewis, Jess",*,34,1-6,1-5,0-0,0-0,0,2,4,2,0,0,3,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,31,"31 Fallon, Alisa",*,30,0-5,0-1,0-2,0-6,6,0,4,6,1,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,25,"25 Rawls, Jessica",*,7,0-0,0-0,0-0,0-1,1,0,0,0,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,15,"15 Murray, Kate",,26,5-8,2-3,2-3,2-4,6,1,0,2,0,2,14,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,13,"13 Scamman, Lindsey",,10,2-6,0-1,1-4,2-2,4,0,0,1,0,0,5,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,24,"24 Stralkus, Natalie",,9,1-4,1-4,0-0,0-1,1,0,0,1,0,1,3,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,20,"20 Furch, Sarah",,7,1-2,0-0,1-2,3-1,4,1,1,0,0,1,3,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,34,"34 Gibbs, Julia",,9,0-3,0-3,0-0,0-1,1,0,1,0,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,00,"00 White, Gabby",,8,0-0,0-0,0-0,1-1,2,0,1,2,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,23,"23 Sullivan, Taylor",,1,0-0,0-0,0-0,0-0,0,0,0,1,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
ARMY,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,0-2,2,0,0,0,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",51,70
Loyola,ARMY,32,"32 Niles, Hannah",*,29,6-10,4-7,1-1,0-4,4,1,0,1,0,2,17,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,10,"10 Karcz, Stephanie",*,27,8-15,0-1,0-0,0-5,5,2,4,0,0,9,16,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,04,"04 Dixon, Taleah",*,26,6-14,3-5,0-1,0-1,1,3,3,5,0,0,15,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,23,"23 Connolly, Delaney",*,23,5-7,1-2,0-0,3-6,9,4,1,2,1,0,11,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,11,"11 Betz-White, Bri",*,29,1-7,0-4,2-2,1-3,4,2,4,0,0,1,4,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,20,"20 Gray, Alexis",,20,2-4,1-3,2-2,0-0,0,2,3,0,0,0,7,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,55,"55 Vannoy, Courtney",,27,0-3,0-0,0-0,1-2,3,2,0,1,0,2,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,12,"12 Taylor, Molly",,14,0-2,0-1,0-0,1-0,1,1,1,1,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,22,"22 Barazotti, Alex",,5,0-0,0-0,0-0,0-0,0,0,1,0,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Loyola,ARMY,TM,TM TEAM,,0,0-0,0-0,0-0,4-3,7,0,0,0,0,0,0,02/02/19,2:00 p.m.,"Baltimore, Md. - Reitz Arena",70,51
Holy Cross,Loyola,12,"12 Smith,Madalyn",*,31,5-5,4-4,1-2,0-1,1,1,3,4,0,0,15,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,03,"03 LaBarbera,Avery",*,31,5-8,2-4,0-0,0-2,2,1,2,2,0,1,12,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,04,"04 Faulkner,Jenay",*,38,3-10,0-3,3-4,1-6,7,3,7,1,0,3,9,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,10,"10 Swords,Megan",*,27,3-9,0-0,2-2,2-4,6,1,0,3,0,0,8,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,25,"25 Manis,Lauren",*,27,4-9,0-2,0-0,2-9,11,2,1,5,0,0,8,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,02,"02 Ezemma,Oluchi",,22,2-6,0-0,2-2,1-7,8,2,1,1,0,0,6,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,22,"22 Morris,Nicole",,13,0-0,0-0,0-0,0-0,0,2,1,0,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,14,"14 Pedi,Kathryn",,8,0-0,0-0,0-0,0-0,0,0,0,1,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,20,"20 Demski,Madison",,4,0-0,0-0,0-0,0-1,1,0,0,1,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Holy Cross,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,1-4,5,0,0,0,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",58,48
Loyola,Holy Cross,10,"10 Karcz, Stephanie",*,39,9-21,0-0,0-0,6-5,11,4,5,2,2,6,18,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,11,"11 Betz-White, Bri",*,40,3-7,1-3,4-5,1-1,2,3,0,1,0,0,11,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,32,"32 Niles, Hannah",*,35,3-8,1-4,0-0,2-3,5,3,2,3,0,2,7,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,04,"04 Dixon, Taleah",*,26,3-12,1-4,0-0,1-2,3,1,1,1,0,2,7,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,23,"23 Connolly, Delaney",*,30,2-10,0-6,1-2,2-4,6,1,0,0,0,0,5,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,20,"20 Gray, Alexis",,19,0-6,0-2,0-0,1-2,3,1,1,0,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,55,"55 Vannoy, Courtney",,8,0-2,0-0,0-0,1-0,1,0,0,0,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,12,"12 Taylor, Molly",,3,0-1,0-1,0-0,0-0,0,0,0,0,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
Loyola,Holy Cross,TM,TM TEAM,,0,0-0,0-0,0-0,0-2,2,0,0,0,0,0,0,02/09/19,4:00 p.m.,"Baltimore, Md. - Reitz Arena",48,58
American,Loyola,44,"44 Carl, Cecily",*,38,8-17,0-2,0-0,2-4,6,1,4,4,0,0,16,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,10,"10 Edwards, Jade",*,28,5-7,0-1,2-3,0-6,6,1,3,1,0,1,12,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,12,"12 Sanders, Indeya",*,34,3-4,2-2,3-4,0-2,2,4,4,1,0,2,11,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,23,"23 Koskimies, Elina",*,33,1-5,1-5,6-6,0-3,3,1,3,2,0,0,9,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,03,"03 Lewis, Kaitlyn",*,17,2-3,1-2,0-0,0-3,3,4,2,2,0,1,5,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,22,"22 Marenyi, Kaitlyn",,30,5-8,2-4,2-2,0-2,2,0,3,1,0,0,14,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,04,"04 Fisher, Emily",,16,0-3,0-1,0-0,0-0,0,2,1,1,0,2,0,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,02,"02 Bartner, Morgan",,4,0-1,0-0,0-0,0-0,0,1,0,0,0,0,0,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
American,Loyola,TM,TM TEAM,,0,0-0,0-0,0-0,1-1,2,0,0,0,0,0,0,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",67,56
Loyola,American,04,"04 Dixon, Taleah",*,37,9-19,2-3,5-7,1-2,3,2,2,7,1,1,25,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,11,"11 Betz-White, Bri",*,40,4-7,1-2,3-3,0-1,1,2,1,2,0,1,12,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,32,"32 Niles, Hannah",*,30,3-5,2-4,0-0,0-3,3,5,1,3,0,0,8,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,10,"10 Karcz, Stephanie",*,35,3-7,0-0,0-2,3-8,11,5,9,4,0,5,6,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,23,"23 Connolly, Delaney",*,38,2-6,1-5,0-0,0-4,4,2,1,0,0,0,5,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,12,"12 Taylor, Molly",,12,0-2,0-1,0-0,0-0,0,0,0,1,0,0,0,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,20,"20 Gray, Alexis",,5,0-2,0-2,0-0,0-0,0,3,0,1,0,1,0,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,55,"55 Vannoy, Courtney",,3,0-0,0-0,0-0,0-0,0,1,0,0,1,0,0,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,American,TM,TM TEAM,,0,0-0,0-0,0-0,2-2,4,0,0,1,0,0,0,02/13/19,6:00 p.m.,"Baltimore, Md. - Reitz Arena",56,67
Loyola,Lafayette,23,"23 Connolly, Delaney",*,34,7-12,5-9,6-9,1-3,4,5,0,1,0,3,25,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,04,"04 Dixon, Taleah",*,26,3-11,0-3,3-3,0-1,1,0,2,2,1,1,9,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,32,"32 Niles, Hannah",*,20,3-4,0-0,0-0,2-2,4,2,0,1,1,1,6,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,10,"10 Karcz, Stephanie",*,36,1-5,0-1,0-0,2-5,7,3,4,1,1,5,2,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,11,"11 Betz-White, Bri",*,38,0-10,0-7,0-0,2-0,2,1,1,2,0,2,0,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,20,"20 Gray, Alexis",,29,2-7,2-6,1-2,0-2,2,3,4,0,0,1,7,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,12,"12 Taylor, Molly",,15,2-4,2-3,0-0,1-1,2,0,1,0,0,0,6,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,55,"55 Vannoy, Courtney",,2,0-1,0-0,0-0,0-0,0,0,0,0,0,1,0,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Loyola,Lafayette,TM,TM TEAM,,0,0-0,0-0,0-0,1-2,3,0,0,1,0,0,0,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",55,52
Lafayette,Loyola,25,"25 Kucowski, Natalie",*,30,7-13,1-3,3-6,3-9,12,4,3,9,1,2,18,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",52,55
Lafayette,Loyola,05,"05 Freeland, Drew",*,34,6-11,1-4,0-3,0-3,3,2,2,3,0,0,13,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",52,55
Lafayette,Loyola,30,"30 Wilson, Makaila",*,31,4-12,0-0,0-0,4-1,5,3,0,4,0,0,8,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",52,55
Lafayette,Loyola,11,"11 Cantwell, Alex",*,31,2-7,1-2,2-3,3-8,11,2,2,2,0,1,7,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",52,55
Lafayette,Loyola,15,"15 Johnson, Nicole",*,30,0-2,0-2,0-0,0-3,3,1,5,2,1,1,0,02/16/19,2:00 p.m.,"Easton, Pa. - Kirby Sports Center",52,55
